OSN,OIC,LAT,LONG,CONTEXT,BIO_N,POLSUM,VCHL,ACLPH,ACNx,ACSt,AIZOx,ALL,ALt,AMRTHx,ACTRx,ALST,ANTHO,APIAx,APOD_d,ARTMa,APRG,ASTERx,AVCN,BARR,BEQ _mcr,BRSt_aeth,BRCHt,BDDJt_sal,BURKt_afr,CMPLx,CAPPx,CARYOx,CLSTR/HIPP,CELT,CLIFF,CLUT,COMBRx,COMLx,COMPH,CNVLx,CRASt,CROTt,CUPRS,CUSS,CYPRt,DICHST,DIOSP,DIPS_undiff.,DDN,DBYt,EBENx,ERICAx,EUCL,EPHRB,GNTEIAx,GERNx,GRWt,GUNNt,HLRGDx,HTRMt,ILXt,ISGL,JSTCt,LACTx,LAMx,LANNx,LACDx,LEGMx,LILIAx,LBSM,LDWGt,MALVx,MMSDx,MSPSt,MOHt,MONOLx,MRLt,MUTIx,MRS_af,MYRTx,NYCx,OLEA,OLCx,OPHGL,OXGN,PSSRx,PElLt,PTPH_af,PNTZt,PERIx,PTLDt,PHOEN,PIN,PLTG,POACx,PDCRP,PLGL,PLGN,POLYPDx,PROTx,PSRL,PSDRt,PTRDx,PTRSt,RNCLx,RVLF,REST,RHAMx,RHZO,RCC,RUBx,RMX,RSCHt,SAPOx,SCVL_plm,SCLCRt,SCROPHx,SRSt,SELG,SOLNx,SOLNt,SPRCHt,SPRSx,STB,STBt,SZGMt,TRCHNt,THYMt,TREMt_ornt,TRIB,TRILETx,TLBG,TYPH,UNID,UTRCL,WELT,WIDD
KLH_4,KLH_4,-27.132597,22.709461,Surface soil,Kalahari Duneveld,305,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
KLH_5,KLH_5,-27.101583,22.527406,Surface soil,Kalahari Duneveld,315,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
Sterkfontein,9995_nov'86,-26.015533,27.734619,Surface soil,Dry Highveld Grassland,250,2,0,2,0,1,0,0,12,0,0,2,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,27,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,1,0,0,1,7,0,0,0
ASSCOT23,june-sept_dec_march'88-9,-26.015513,27.733958,Surface soil,Dry Highveld Grassland,1000,4,0,3,0,5,0,0,28,0,0,2,0,0,5,0,23,0,0,0,0,0,0,2,0,4,0,0,154,0,0,6,0,0,0,0,0,2,0,41,0,0,0,0,0,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,8,0,0,17,0,85,0,0,2,0,0,0,0,0,0,0,39,1,427,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,37,0,0,0,0,0,0,0,12,37,9,0,0
ASSCOT21,8330,-26.01,27.76,Surface soil,Dry Highveld Grassland,250,0,0,0,0,0,0,5,5,0,0,42,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,47,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,33,0,6,16,0,0,0
ASSCOT22,329-5,-26.01,27.76,Surface soil,Dry Highveld Grassland,409,0,0,0,0,0,0,0,12,0,2,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,67,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,25,0,85,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,68,0,0,0,1,2,0,0,0
ASSCOT30,6871,-25.88,28.28,Surface soil,Mesic Highveld Grassland,621,0,0,0,0,0,0,0,48,0,0,1,0,0,1,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,48,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3520,Broederstroom,-25.82543,27.81512,Dung,Central Bushveld,278,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,6,10,0,4,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,2,0,0,0,0,0,0,5,6,0,0,0,2,0,147,4,0,0,0,0,15,0,3,2,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0
ASSCOT41,6282,-25.45,28.27,Surface soil,Central Bushveld,250,3,0,0,0,0,0,4,7,0,0,4,0,0,0,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,114,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,3,0,0,1,0,0,0,1,0,0,0
Tswaing,9877,-25.407067,28.083431,Surface soil,Central Bushveld,277,8,0,0,0,0,0,0,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,0,0,0,0,1,0,0,58,22,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,14,0,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,1,0,0,1,12,0,9,3,0,0,0
ASSCOT50,6575,-25.25,28.31,Surface soil,Central Bushveld,249,3,0,7,0,1,0,31,12,0,0,1,0,0,0,0,15,0,0,0,0,0,0,5,1,50,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,16,0,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,19,0,0,0,0,0,0,5,0,0,0
Mankwe1,2845,-25.227273,27.325,Surface soil,Central Bushveld,346,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,0,0,2,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,188,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,25,0,0,0,1,0,3,0,0,0,0,0,0,23,0,0,0
Mankwe2,2846,-25.227273,27.325,Dung,Central Bushveld,254,3,0,4,0,0,0,0,0,0,0,3,0,0,1,0,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,1,0,0,1,0,0,0,0,0,0,0,1,7,0,0,0
ASSCOT39,6290,-24.95,28.17,Surface soil,Central Bushveld,250,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,121,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0
ASSCOT38,6284,-24.81,28.33,Surface soil,Central Bushveld,245,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,8,0,2,0,0,0,0,0,39,2,0,0,0,1,0,2,10,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,68,0,1,0,0,55,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,15,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0
ASSCOT48,5087,-24.42,28.75,Surface soil,Central Bushveld,2699,3,0,5,0,1,0,1,28,0,0,0,1,0,0,0,78,0,0,0,0,0,0,1,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,946,0,0,0,0,0,0,0,10,0,4,0,0,0,0,5,0,0,1,4,16,0,0,0,0,0,1,0,0,0,0,162,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1189,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,8,0,0,0,0,0,189,10,0,0,0
ASSCOT47,6293,-24.42,28.75,Surface soil,Central Bushveld,250,15,0,10,0,1,0,5,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,2,0,4,0,0,0,0,0,9,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0
ASSCOT42,5649,-24.4,28.74,Surface soil,Central Bushveld,911,0,0,0,0,2,0,0,49,0,0,1,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,8,0,642,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,19,0,0,16,1,0,0,8,0,4,0,0,0,0,0,1,25,0,0,0
ASSCOT40,5650,-24.34,28.85,Surface soil,Central Bushveld,1524,1,0,4,0,1,0,0,38,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,60,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1240,0,0,9,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,5,0,0,6,0,2,0,0,0,0,0,0,16,0,0,0
Bokpoort,5659,-24.3227,28.703,Surface soil,Central Bushveld,635,2,0,1,0,0,0,0,1,0,0,5,1,0,0,1,7,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,11,0,0,0,0,62,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,4,0,306,4,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,3,0,0,0,10,0,0,0,0,0,1,0,8,14,0,0,0
ASSCOT19,6286,-24.300381,28.384474,Surface soil,Central Bushveld,250,4,0,8,0,0,0,1,3,0,0,4,0,0,40,1,8,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,9,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,121,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,0,0,5,0,0,0
ASSCOT20,6288,-24.3,28.49,Surface soil,Mesic Highveld Grassland,250,0,1,0,0,0,0,1,3,0,0,24,0,0,0,0,77,0,0,3,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,93,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0
ASSCOT18,6285,-24.250815,28.385696,Surface soil,Central Bushveld,250,0,0,0,0,1,0,0,2,0,0,9,0,0,0,2,20,0,0,2,0,0,0,9,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,7,0,0,0,2,0,135,2,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,3,0,0,4,0,0,3,0,0,0
ASSCOT12,6295,-24.16,29.23,Surface soil,Mesic Highveld Grassland,259,0,10,0,0,0,0,0,1,0,0,4,0,0,0,7,29,0,0,0,0,0,0,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,139,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0
ASSCOT25,5654,-23.922563,29.890404,Surface soil,Central Bushveld,250,0,0,4,0,1,0,2,2,1,0,1,1,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,13,0,73,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,53,7,0,0,0
ASSCOT17,5657,-23.84,29.92,Surface soil,Mesic Highveld Grassland,250,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,47,0,3,5,1,0,37,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0
ASSCOT53,8506,-23.5,30.2,Surface soil,Lowveld,201,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,0,1,0,0,0,0,0,0,0,0,4,0,119,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,10,0,0,0
ASSCOT54,8580,-23.5,30.2,Surface soil,Lowveld,200,0,0,0,0,0,0,0,1,8,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,88,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0
ASSCOT59,5666,-23.02,31.37,Surface soil,Mopane Bioregion,250,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
ASSCOT51,6867,-22.99,29.36,Surface soil,Central Bushveld,249,2,0,2,0,3,0,0,3,0,0,7,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,6,0,0,0,36,3,0,0,0,7,0,15,5,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,82,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,7,0,0,0
ASSCOT56,5661,-22.97,29.38,Surface soil,Central Bushveld,1107,1,1,14,0,14,0,0,6,0,90,1,0,0,1,0,23,0,0,0,0,0,0,6,0,2,0,0,0,0,0,19,0,2,0,0,2,0,18,12,1,0,0,0,0,0,0,25,96,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,8,0,576,1,0,0,0,0,0,0,0,24,0,19,0,7,0,0,0,0,0,0,0,3,0,42,0,0,1,0,0,0,2,24,0,0,12,0,0,0,0,31,0,0,0
ASSCOT57,6869,-22.93,29.12,Surface soil,Central Bushveld,250,6,0,2,0,10,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,9,0,5,0,0,0,0,0,41,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,29,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,6,0,82,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14,5,1,0,0
ASSCOT58,6870,-22.75,29.41,Surface soil,Mopane Bioregion,250,13,0,8,0,1,0,0,4,0,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,123,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,11,0,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,6,0,0,0
ASSCOT62,7172,-22.59,28.54,Surface soil,Central Bushveld,250,2,0,0,0,0,0,0,82,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,45,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASSCOT61,7164,-22.57,28.62,Surface soil,Central Bushveld,1513,1,0,5,0,3,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,2,0,0,0,34,0,0,0,0,0,0,0,499,0,1,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,3,0,0,891,13,0,0,0
